N,P,K,temperature,humidity,ph,rainfall,label
13,44,32,22.73,18.93,7.49,79.24,chickpea
11,44,33,27.09,17.95,7.55,81.55,chickpea
7,42,33,27.86,16.66,6.92,45.14,chickpea
4,45,34,24.28,15.94,6.84,49.37,chickpea
11,49,33,25.38,23.86,6.98,94.64,chickpea
7,49,29,27.64,16.17,6.96,56.28,chickpea
9,42,38,22.14,23.21,6.99,98.63,chickpea
2,45,30,27.7,16.18,7.32,47.2,chickpea
8,51,30,24.52,18.98,7.79,71.5,chickpea
5,42,36,22.29,15.78,7.55,95.41,chickpea
10,50,28,25.86,23.9,7.97,70.08,chickpea
13,50,34,23.54,20.0,6.96,79.81,chickpea
7,48,38,26.24,20.83,7.36,59.48,chickpea
6,50,37,22.58,16.99,7.25,61.99,chickpea
8,49,28,24.28,23.93,7.93,61.74,chickpea
4,44,32,24.55,16.85,6.94,89.42,chickpea
12,44,35,24.12,22.77,7.36,64.5,chickpea
4,50,33,26.1,22.03,7.62,62.27,chickpea
2,45,35,23.07,16.02,7.99,85.49,chickpea
5,46,37,22.74,16.28,7.56,95.83,chickpea
6,51,30,26.31,20.32,7.51,95.07,chickpea
6,44,37,23.16,17.28,6.84,86.03,chickpea
12,46,32,23.91,22.61,7.75,83.69,chickpea
11,49,30,27.21,23.13,7.93,45.82,chickpea
7,49,28,26.43,20.12,7.88,50.17,chickpea
3,43,34,26.16,23.63,7.75,78.32,chickpea
10,42,35,25.01,18.92,7.14,65.18,chickpea
9,50,32,26.25,19.49,7.97,86.07,chickpea
12,47,38,26.03,19.48,7.43,54.94,chickpea
11,45,31,26.75,23.14,7.55,68.73,chickpea
4,42,39,26.99,16.08,7.51,77.3,chickpea
5,51,38,22.43,22.7,7.66,54.72,chickpea
13,50,33,25.85,22.8,7.17,52.86,chickpea
10,43,31,22.54,14.62,7.13,52.21,chickpea
9,42,35,22.53,21.47,7.22,57.19,chickpea
8,47,28,26.65,17.48,7.55,97.89,chickpea
9,44,30,23.04,22.59,7.76,55.35,chickpea
9,47,31,27.35,15.49,7.53,49.9,chickpea
10,45,37,25.37,14.53,7.48,59.88,chickpea
6,44,33,22.46,20.63,7.32,86.94,chickpea
13,49,36,25.63,21.35,6.99,59.91,chickpea
7,47,32,24.26,18.41,7.3,78.31,chickpea
7,45,36,26.89,16.42,6.84,50.95,chickpea
10,42,30,22.23,14.4,7.69,75.35,chickpea
9,47,29,27.13,16.54,7.11,57.12,chickpea
11,48,39,23.51,20.63,6.88,63.55,chickpea
6,43,32,23.85,17.84,7.04,45.89,chickpea
4,47,32,23.88,18.19,7.8,92.63,chickpea
2,42,30,25.64,20.48,7.66,45.27,chickpea
10,42,33,27.76,17.06,6.93,97.79,chickpea
12,50,32,22.91,19.56,7.61,55.89,chickpea
8,46,32,25.7,23.93,7.22,54.93,chickpea
7,46,39,26.0,19.53,7.98,54.24,chickpea
9,50,36,24.72,16.04,7.65,53.16,chickpea
5,46,34,24.71,22.63,6.87,62.3,chickpea
11,49,32,27.77,14.64,6.88,97.08,chickpea
8,49,33,23.31,22.02,7.87,63.65,chickpea
4,45,29,22.81,20.17,7.43,77.91,chickpea
8,44,38,22.82,16.56,7.41,55.81,chickpea
5,49,29,26.08,23.07,6.94,98.92,chickpea
13,44,29,24.03,20.69,7.92,89.08,chickpea
7,43,37,23.71,19.47,7.99,59.8,chickpea
5,42,32,23.19,22.31,7.84,79.79,chickpea
8,42,32,26.78,19.29,6.85,70.75,chickpea
4,45,29,25.45,22.48,7.17,57.64,chickpea
13,49,34,22.97,15.99,7.8,88.63,chickpea
3,42,30,25.99,19.18,7.84,87.65,chickpea
4,43,28,25.03,21.12,7.98,86.47,chickpea
6,45,31,27.97,14.54,7.42,70.18,chickpea
7,48,39,23.34,21.93,7.47,61.65,chickpea
9,42,28,26.93,15.68,7.11,79.07,chickpea
2,50,28,26.49,16.29,7.6,88.69,chickpea
9,51,36,24.21,17.68,7.26,57.4,chickpea
6,49,37,25.85,16.36,7.94,97.18,chickpea
8,47,33,22.77,23.73,6.8,56.23,chickpea
4,45,37,24.54,17.45,7.48,77.6,chickpea
2,45,35,22.09,16.21,6.92,70.16,chickpea
5,50,29,23.92,17.3,7.84,68.89,chickpea
13,43,39,24.45,15.32,6.99,88.63,chickpea
13,47,33,26.41,18.75,7.03,57.56,chickpea
3,43,35,26.2,21.05,7.71,97.77,chickpea
12,51,30,27.09,23.94,7.76,48.93,chickpea
4,47,39,25.11,19.14,7.43,90.56,chickpea
7,46,28,22.18,19.81,6.85,77.21,chickpea
13,48,37,22.06,23.25,7.55,99.65,chickpea
6,46,29,25.62,18.3,7.85,75.46,chickpea
8,48,38,27.97,14.69,7.45,53.29,chickpea
2,42,38,23.41,23.46,7.32,88.71,chickpea
13,42,34,27.6,16.3,7.39,77.74,chickpea
11,46,36,25.84,20.17,7.69,48.87,chickpea
6,47,35,23.14,17.24,7.14,73.44,chickpea
8,47,34,24.83,16.28,7.02,71.19,chickpea
12,44,34,24.81,22.69,7.95,55.44,chickpea
11,49,29,23.29,23.8,7.54,95.94,chickpea
3,47,33,26.68,22.6,7.4,84.31,chickpea
4,43,38,23.43,17.64,7.31,72.53,chickpea
7,43,32,25.64,18.66,7.0,75.9,chickpea
3,49,34,24.38,20.85,7.58,82.0,chickpea
8,42,28,26.45,22.98,7.07,73.84,chickpea
2,43,39,25.38,22.96,7.56,60.94,chickpea
10,43,30,24.68,22.3,7.75,63.75,chickpea
8,49,37,26.49,14.47,7.04,88.98,chickpea
3,42,29,23.25,20.08,7.61,91.7,chickpea
2,48,37,25.19,22.16,7.97,86.25,chickpea
3,45,34,24.2,22.17,7.97,57.83,chickpea
9,50,29,22.26,23.82,7.03,87.32,chickpea
9,44,39,22.9,19.43,7.49,83.57,chickpea
3,48,29,23.74,15.26,7.91,98.05,chickpea
6,49,31,25.3,18.09,7.6,88.68,chickpea
11,49,32,25.56,21.14,7.06,55.72,chickpea
12,44,30,25.82,18.78,7.09,70.77,chickpea
7,46,35,22.93,16.03,6.99,77.12,chickpea
9,45,31,23.44,14.6,7.31,88.7,chickpea
3,51,33,22.05,21.62,7.37,68.15,chickpea
6,51,34,23.2,21.72,7.92,58.78,chickpea
3,50,31,22.26,22.35,7.33,53.95,chickpea
6,47,39,26.12,15.12,7.3,52.98,chickpea
9,49,33,27.97,23.92,7.18,49.0,chickpea
7,50,33,27.87,23.48,6.96,51.47,chickpea
10,42,32,25.02,18.83,7.33,48.7,chickpea
6,50,33,25.99,22.59,7.34,90.98,chickpea
12,45,35,26.69,20.13,6.85,85.96,chickpea
12,48,36,24.11,17.37,7.14,58.61,chickpea
13,47,29,24.61,16.91,7.2,88.59,chickpea
13,50,34,27.74,15.63,7.93,61.87,chickpea
3,44,32,23.64,22.55,7.84,89.41,chickpea
7,45,37,24.21,16.17,7.49,94.86,chickpea
3,51,33,25.55,17.61,7.31,66.01,chickpea
3,48,39,24.64,16.15,6.8,63.02,chickpea
5,51,30,24.47,21.56,7.96,77.07,chickpea
7,51,37,24.91,14.12,7.47,94.04,chickpea
10,51,39,24.58,19.48,7.04,86.67,chickpea
10,49,31,25.49,18.29,7.38,85.85,chickpea
7,50,36,27.01,22.92,7.99,61.63,chickpea
2,49,36,24.02,23.88,7.62,89.17,chickpea
22,121,23,11.57,22.34,6.69,70.28,coffee
20,124,19,11.66,22.18,6.66,68.43,coffee
19,117,23,10.05,21.14,7.06,64.46,coffee
17,114,18,11.9,23.98,7.06,67.11,coffee
16,127,19,11.83,24.24,6.51,75.82,coffee
16,114,21,11.75,21.52,6.36,64.95,coffee
18,114,21,11.17,24.72,6.86,63.26,coffee
21,115,19,10.4,20.29,6.6,70.39,coffee
17,123,21,11.16,21.65,6.54,67.97,coffee
22,116,18,11.71,22.66,7.13,68.82,coffee
18,124,23,11.93,24.11,7.01,75.35,coffee
16,114,24,10.56,22.29,6.93,66.89,coffee
22,114,18,10.75,21.41,7.11,69.59,coffee
23,123,25,10.14,20.92,6.95,72.81,coffee
21,117,21,10.65,23.75,7.11,71.37,coffee
18,121,22,10.07,24.98,6.55,68.76,coffee
17,115,19,10.68,21.64,6.34,69.05,coffee
21,123,21,10.94,23.22,7.07,65.26,coffee
23,129,23,11.12,22.76,6.9,69.89,coffee
22,123,25,11.65,22.3,6.7,70.57,coffee
19,130,20,11.87,22.97,6.93,69.03,coffee
21,123,19,11.24,22.49,6.92,70.67,coffee
22,124,24,10.38,20.54,6.49,63.6,coffee
21,128,24,11.99,24.29,7.01,71.73,coffee
21,118,21,11.19,21.62,6.22,64.51,coffee
20,118,21,10.25,20.36,7.03,74.36,coffee
18,126,18,11.67,21.21,6.51,71.87,coffee
16,114,23,11.67,21.6,6.77,68.13,coffee
19,128,21,10.47,22.71,6.29,66.68,coffee
18,126,24,11.84,24.73,7.07,70.17,coffee
21,127,25,10.54,21.18,6.99,64.14,coffee
16,126,24,11.25,20.23,7.17,65.76,coffee
23,115,23,10.9,20.19,6.82,66.8,coffee
22,120,20,10.46,22.71,7.1,64.11,coffee
23,120,25,10.62,21.17,6.5,75.95,coffee
22,126,20,11.18,20.76,6.48,64.34,coffee
20,131,23,11.2,24.66,7.16,74.82,coffee
22,121,25,10.57,24.41,6.21,69.6,coffee
21,130,19,11.66,22.72,6.37,69.68,coffee
18,128,19,10.45,24.37,7.14,71.11,coffee
21,119,22,11.29,20.42,7.15,66.59,coffee
23,114,22,11.89,24.37,6.95,63.68,coffee
22,114,21,10.57,23.49,7.03,70.45,coffee
16,131,18,11.33,20.54,6.95,74.07,coffee
21,127,19,11.04,24.35,6.25,67.53,coffee
21,119,25,11.42,23.28,6.85,72.58,coffee
20,125,25,11.35,20.05,6.94,70.98,coffee
21,128,18,10.6,20.71,6.29,74.09,coffee
23,119,18,10.32,22.98,6.84,70.52,coffee
21,130,20,10.5,23.36,6.64,70.03,coffee
18,130,22,11.69,21.36,6.33,67.84,coffee
23,126,18,10.27,22.75,6.61,73.23,coffee
21,119,22,10.03,20.19,6.82,65.75,coffee
18,131,20,10.17,21.07,6.48,64.56,coffee
16,118,21,10.19,23.47,6.92,67.0,coffee
16,121,25,10.25,20.93,6.85,69.85,coffee
19,124,18,10.85,20.82,7.13,73.78,coffee
16,126,19,11.63,21.62,6.62,75.72,coffee
19,130,20,10.32,22.93,6.23,73.65,coffee
17,124,18,11.2,22.15,7.1,69.91,coffee
17,118,21,11.9,24.21,6.21,65.51,coffee
18,127,18,11.7,20.23,6.65,66.73,coffee
16,129,22,10.75,21.88,6.39,68.33,coffee
22,118,19,11.89,24.83,7.04,75.14,coffee
18,123,24,10.86,22.53,6.68,65.94,coffee
23,122,21,11.71,21.41,6.38,67.31,coffee
20,122,22,10.85,23.94,6.33,63.77,coffee
22,120,21,10.28,20.66,6.59,69.79,coffee
23,131,19,10.42,20.41,7.19,73.65,coffee
22,131,21,11.82,23.26,7.14,72.19,coffee
22,130,19,10.99,24.86,7.1,72.98,coffee
22,127,19,11.42,21.21,6.3,65.48,coffee
23,128,25,11.75,23.06,6.99,64.79,coffee
16,125,23,11.72,20.99,6.31,74.52,coffee
18,120,20,10.78,21.55,6.63,64.36,coffee
20,122,18,11.87,21.13,6.86,74.44,coffee
18,125,25,10.23,24.64,6.37,73.03,coffee
18,124,21,10.29,20.97,6.26,65.95,coffee
21,117,18,11.9,21.45,6.52,74.76,coffee
20,130,21,11.29,20.47,6.39,67.84,coffee
19,118,18,10.41,21.28,7.17,67.95,coffee
18,127,19,10.1,22.41,6.8,74.06,coffee
16,119,21,10.73,24.86,7.03,68.26,coffee
18,114,24,11.0,20.14,6.93,74.15,coffee
22,121,19,10.52,21.13,6.74,71.54,coffee
18,131,20,10.17,22.91,6.96,71.97,coffee
20,128,22,10.26,20.29,6.61,75.93,coffee
16,115,19,11.75,24.56,7.0,74.51,coffee
16,123,21,11.93,20.07,6.76,63.65,coffee
21,129,21,10.17,20.48,6.31,64.67,coffee
20,128,21,10.51,23.19,7.05,66.08,coffee
16,120,19,11.51,20.95,7.01,68.55,coffee
16,124,21,10.41,23.8,6.24,63.5,coffee
19,125,25,11.29,20.76,6.43,73.25,coffee
16,128,21,10.61,22.65,6.75,75.27,coffee
18,124,23,11.86,20.44,6.64,73.93,coffee
20,124,18,11.46,22.85,6.89,70.2,coffee
20,130,19,10.34,20.14,6.94,63.16,coffee
21,126,19,11.94,24.09,6.4,75.89,coffee
18,122,20,11.18,21.76,6.46,63.41,coffee
23,119,24,10.31,22.25,7.09,63.1,coffee
21,119,25,11.59,24.45,6.65,64.45,coffee
19,116,22,11.83,24.18,7.09,69.54,coffee
22,127,25,10.61,24.78,6.27,75.91,coffee
18,129,25,11.18,24.44,6.49,67.95,coffee
22,120,20,10.71,22.21,6.84,66.57,coffee
20,123,24,10.02,20.2,6.41,71.11,coffee
18,128,22,11.97,24.07,6.21,73.81,coffee
23,129,20,10.33,24.83,7.0,65.57,coffee
23,130,19,11.88,20.02,6.48,75.64,coffee
19,129,24,10.38,23.96,7.06,63.09,coffee
16,126,21,10.58,23.15,6.25,72.56,coffee
18,122,23,10.75,22.29,6.36,73.52,coffee
18,121,21,10.83,21.47,7.11,64.75,coffee
16,119,22,11.98,22.42,6.38,71.43,coffee
16,115,22,10.93,20.78,6.42,70.89,coffee
23,130,23,11.03,22.81,6.72,75.98,coffee
19,120,19,11.03,24.96,7.18,63.42,coffee
18,123,21,11.38,21.03,6.45,74.56,coffee
23,114,22,10.42,21.74,6.85,69.11,coffee
19,124,19,11.01,24.24,6.59,75.99,coffee
23,127,25,11.08,21.36,6.51,67.78,coffee
21,121,25,11.82,24.26,6.8,72.34,coffee
20,122,25,11.85,22.47,7.19,65.59,coffee
18,129,24,10.58,24.07,7.17,65.26,coffee
21,130,20,10.62,23.83,6.36,63.62,coffee
19,121,19,10.45,23.57,6.85,67.2,coffee
17,124,18,10.1,20.4,6.7,68.21,coffee
22,121,25,11.72,23.15,6.91,64.62,coffee
19,125,25,11.27,22.19,6.94,70.45,coffee
18,122,23,10.94,24.6,6.58,70.29,coffee
22,128,24,11.88,20.1,6.65,73.02,coffee
23,118,19,10.84,21.66,6.27,64.75,coffee
18,124,21,11.16,24.39,7.11,66.2,coffee
23,114,24,10.17,23.01,7.13,63.79,coffee
18,129,21,11.58,22.2,6.94,66.7,coffee
22,125,21,11.63,20.81,6.99,73.69,coffee
16,120,19,11.12,20.87,7.07,67.91,coffee
22,126,25,10.21,23.7,6.89,72.36,coffee
19,127,21,11.58,22.62,6.59,70.49,coffee
22,122,19,11.1,23.7,6.33,65.56,coffee
17,122,24,10.21,22.35,6.78,67.62,coffee
17,127,21,11.89,20.0,6.4,71.24,coffee
18,115,22,11.83,24.03,6.87,64.33,coffee
23,121,25,10.19,20.38,6.68,75.57,coffee
16,126,24,10.24,20.12,6.64,74.01,coffee
18,117,21,10.51,23.55,6.34,72.51,coffee
16,120,23,10.44,22.5,6.74,67.01,coffee
20,123,25,10.93,23.25,6.81,66.53,coffee
18,127,21,10.89,23.6,6.72,69.58,coffee
20,122,19,11.39,22.88,6.6,65.15,coffee
22,117,25,11.72,20.36,6.67,70.4,coffee
23,122,18,11.36,20.79,6.41,69.95,coffee
18,130,22,11.37,22.26,6.67,68.95,coffee
20,123,21,10.5,22.43,6.74,72.81,coffee
20,118,22,10.89,23.15,6.73,72.95,coffee
16,130,18,10.97,23.4,6.41,67.29,coffee
22,128,24,10.17,23.04,6.2,73.88,coffee
23,125,23,10.28,24.15,6.31,67.24,coffee
16,120,22,11.8,21.43,6.29,65.1,coffee
20,126,22,10.15,23.8,6.7,74.63,coffee
20,129,23,11.24,24.14,6.3,64.55,coffee
23,119,23,10.89,24.04,7.16,72.64,coffee
18,131,18,11.43,22.05,7.06,63.85,coffee
23,116,19,11.05,23.06,7.15,72.19,coffee
20,131,21,10.78,22.66,6.71,70.88,coffee
22,128,19,10.98,21.55,6.84,72.0,coffee
17,127,25,10.25,23.66,6.57,73.4,coffee
17,122,18,11.27,24.67,6.88,74.97,coffee
19,117,20,10.83,20.38,6.39,74.88,coffee
16,120,20,10.15,21.87,6.43,75.59,coffee
16,127,25,10.91,23.85,7.02,64.55,coffee
19,120,19,10.63,24.07,6.85,69.33,coffee
23,123,22,11.14,24.01,6.95,66.77,coffee
17,118,24,10.26,23.41,6.46,71.23,coffee
17,130,22,11.75,24.17,6.43,73.14,coffee
23,116,25,12.0,24.62,7.04,73.9,coffee
16,118,19,11.66,21.1,6.28,70.66,coffee
19,124,23,11.67,21.7,6.69,75.67,coffee
23,126,21,10.76,20.92,7.13,64.95,coffee
17,122,21,10.9,22.71,6.45,65.9,coffee
22,121,21,10.28,21.02,6.69,68.33,coffee
20,129,24,10.4,20.96,6.92,72.65,coffee
22,118,23,11.32,23.51,6.74,68.77,coffee
21,120,22,11.34,20.49,6.6,66.61,coffee
20,122,23,10.05,23.7,6.98,74.44,coffee
23,127,21,11.88,20.74,6.33,71.43,coffee
18,115,20,10.3,24.45,7.05,72.33,coffee
19,116,24,11.39,20.74,7.07,72.27,coffee
20,120,25,10.26,20.32,6.34,66.75,coffee
17,117,18,10.04,23.32,7.04,66.25,coffee
22,114,22,10.47,21.14,6.31,73.16,coffee
21,120,25,11.55,23.52,6.2,68.0,coffee
21,118,22,10.83,21.7,7.1,67.85,coffee
21,120,21,10.16,23.59,6.86,65.16,coffee
20,120,25,11.15,24.44,6.73,72.46,coffee
18,128,23,11.0,24.97,6.63,64.57,coffee
20,123,20,10.01,22.8,6.98,63.22,coffee
21,124,25,10.37,23.38,7.17,63.36,coffee
20,125,19,10.75,23.04,7.18,63.05,coffee
16,131,22,11.26,20.92,6.73,65.12,coffee
17,120,22,10.72,23.73,6.23,72.94,coffee
22,130,18,10.43,24.86,6.75,66.24,coffee
20,116,23,10.64,23.52,7.2,75.84,coffee
20,121,22,11.42,23.65,6.36,66.0,coffee
22,124,25,11.36,21.99,6.26,63.07,coffee
18,121,22,10.72,20.72,6.5,73.24,coffee
21,114,21,10.32,24.65,7.0,74.13,coffee
21,119,18,10.22,20.51,6.52,70.32,coffee
20,129,18,11.67,21.74,7.15,67.56,coffee
19,130,18,10.3,22.42,6.2,64.49,coffee
23,130,21,11.54,24.97,6.62,64.75,coffee
20,127,20,10.98,22.46,6.78,73.53,coffee
17,119,22,11.81,20.83,6.93,66.06,coffee
17,123,24,11.7,22.02,6.88,70.62,coffee
17,122,21,10.75,24.92,6.42,68.0,coffee
19,116,23,10.23,20.68,7.04,75.28,coffee
23,116,24,10.18,23.44,6.72,65.02,coffee
22,125,19,11.48,23.74,6.66,68.91,coffee
22,116,19,10.58,21.4,6.73,65.43,coffee
23,131,24,11.03,21.2,6.55,72.41,coffee
22,115,22,11.55,22.38,6.21,66.32,coffee
23,127,20,11.04,22.82,6.37,66.76,coffee
19,118,25,10.34,20.37,6.82,66.3,coffee
16,129,18,11.74,23.29,6.44,70.39,coffee
17,125,18,11.79,23.26,7.11,71.68,coffee
21,126,18,11.27,20.76,6.69,69.57,coffee
18,122,19,11.3,23.17,6.28,69.47,coffee
18,128,19,10.07,24.83,6.95,75.82,coffee
22,121,19,10.87,24.53,6.79,75.42,coffee
23,125,22,11.85,22.6,6.58,71.98,coffee
19,116,21,10.5,21.69,6.61,71.37,coffee
22,129,22,10.47,20.32,6.67,74.24,coffee
19,119,22,11.87,24.89,6.41,72.14,coffee
18,123,21,11.44,24.13,7.04,69.18,coffee
20,123,23,10.09,21.89,6.85,67.91,coffee
16,129,23,11.11,21.77,7.03,69.29,coffee
19,129,19,10.78,20.87,6.4,70.18,coffee
16,129,18,11.92,24.98,6.77,67.52,coffee
22,130,20,11.79,21.85,6.87,63.69,coffee
18,126,25,11.36,20.12,6.54,67.2,coffee
19,123,21,10.57,22.02,6.35,70.94,coffee
16,119,21,10.62,24.58,6.85,75.71,coffee
19,131,21,11.35,20.54,7.12,75.95,coffee
17,118,23,10.81,23.7,6.96,72.71,coffee
16,129,23,10.54,22.31,6.73,70.87,coffee
18,128,19,10.77,23.94,7.08,65.63,coffee
22,131,22,11.81,24.11,7.04,70.1,coffee
16,123,20,11.95,20.52,6.76,70.53,coffee
19,118,25,11.67,20.12,6.91,72.55,coffee
22,123,19,10.94,22.95,7.0,71.49,coffee
17,129,22,10.41,20.1,6.98,72.28,coffee
23,115,25,10.35,20.91,6.81,74.74,coffee
17,127,25,11.17,22.98,6.91,75.11,coffee
16,130,20,11.5,24.27,6.36,69.45,coffee
19,114,20,11.62,24.58,7.12,74.95,coffee
16,123,24,11.26,22.98,6.34,74.65,coffee
19,121,20,11.18,21.69,7.11,65.6,coffee
22,125,20,10.88,21.45,6.28,64.4,coffee
21,124,20,10.72,21.26,7.13,68.39,coffee
17,128,21,10.2,23.46,6.88,75.83,coffee
16,123,21,10.38,21.72,6.67,68.28,coffee
19,130,22,10.94,20.89,7.12,63.72,coffee
23,116,20,11.79,23.41,6.63,72.74,coffee
17,115,19,10.62,21.06,6.82,64.3,coffee
19,130,19,10.1,23.07,6.27,64.81,coffee
21,130,20,11.98,21.74,6.97,64.2,coffee
21,122,19,10.27,21.16,6.71,65.63,coffee
20,120,20,10.51,21.9,7.07,73.32,coffee
17,126,23,11.58,22.64,6.47,75.43,coffee
21,125,20,11.22,20.99,7.11,72.69,coffee
20,116,24,10.13,24.96,6.71,63.02,coffee
20,118,23,11.61,22.95,6.48,68.54,coffee
19,116,19,10.93,21.31,6.74,65.48,coffee
21,124,19,11.67,22.04,7.1,75.84,coffee
17,122,23,11.28,24.28,6.61,64.07,coffee
17,128,25,11.49,21.85,6.67,68.49,coffee
20,130,19,10.11,23.7,6.29,73.92,coffee
18,128,25,11.72,22.91,6.94,75.75,coffee
16,118,22,11.64,23.04,6.39,73.24,coffee
16,128,21,10.62,24.17,7.15,65.15,coffee
22,128,25,10.32,20.44,6.45,66.71,coffee
18,125,22,11.63,22.41,7.05,64.63,coffee
16,116,22,10.13,22.33,6.94,75.0,coffee
16,115,19,10.37,20.55,6.34,75.5,coffee
20,114,24,10.53,23.74,6.54,75.51,coffee
18,131,24,10.54,24.13,6.91,75.12,coffee
17,122,20,10.16,22.47,7.0,70.96,coffee
22,121,20,10.09,22.5,6.63,75.41,coffee
23,127,18,10.2,23.89,6.58,72.47,coffee
19,117,18,10.06,22.78,6.84,70.74,coffee
23,123,23,11.22,22.27,6.93,70.38,coffee
17,117,21,10.6,20.95,6.91,72.99,coffee
16,118,20,10.55,24.12,7.03,65.47,coffee
17,121,24,11.17,24.02,6.92,75.0,coffee
16,125,21,10.63,23.98,6.78,71.17,coffee
23,115,21,11.05,21.66,6.55,70.87,coffee
19,124,20,10.94,20.56,6.67,71.43,coffee
21,127,24,11.77,21.79,6.54,64.55,coffee
19,119,20,11.42,22.27,6.21,69.41,coffee
20,117,23,10.29,20.56,6.66,64.69,coffee
20,125,22,11.18,23.44,6.37,63.2,coffee
23,125,18,11.74,23.79,6.71,73.32,coffee
23,121,22,10.36,24.84,6.51,70.64,coffee
20,125,23,11.28,22.56,7.0,69.79,coffee
18,123,23,11.42,22.73,6.72,70.63,coffee
19,130,19,10.88,22.58,7.15,73.54,coffee
21,130,23,10.62,21.25,6.55,72.82,coffee
16,129,20,10.96,20.38,6.41,71.4,coffee
23,125,25,10.33,22.62,6.27,68.04,coffee
18,117,18,11.8,20.48,6.91,63.66,coffee
21,117,22,10.79,20.23,7.06,68.04,coffee
22,120,23,11.31,24.0,6.54,70.2,coffee
18,128,19,11.53,24.17,6.51,63.3,coffee
19,130,19,11.51,20.69,6.57,64.42,coffee
19,127,19,10.3,24.31,6.91,70.57,coffee
20,120,18,10.73,21.28,6.89,74.67,coffee
18,126,19,11.26,23.72,6.77,74.38,coffee
19,122,22,10.62,20.71,6.56,69.57,coffee
23,130,24,10.94,23.99,7.08,73.68,coffee
17,125,23,11.35,24.78,6.35,73.64,coffee
19,131,22,10.18,24.54,6.26,65.37,coffee
17,129,18,10.24,24.02,6.95,73.07,coffee
23,119,24,11.77,23.25,6.63,75.59,coffee
23,129,20,10.09,24.02,6.79,66.14,coffee
21,122,25,10.67,23.14,6.32,75.94,coffee
17,116,21,11.98,20.83,6.43,74.87,coffee
23,116,20,11.12,20.93,6.27,75.29,coffee
19,119,20,11.95,21.63,6.36,73.04,coffee
17,117,20,11.54,23.68,7.17,64.37,coffee
21,124,20,10.35,20.16,6.69,65.32,coffee
22,122,25,11.24,20.29,6.63,71.46,coffee
16,116,25,11.32,20.69,7.03,71.77,coffee
20,122,25,10.71,24.1,6.54,72.81,coffee
18,124,23,11.66,22.45,6.69,65.68,coffee
21,116,19,10.38,20.0,6.49,70.03,coffee
18,115,25,10.16,20.14,6.72,69.75,coffee
21,116,24,10.87,23.05,6.97,63.25,coffee
22,122,22,11.02,21.1,6.52,67.06,coffee
20,129,20,10.41,20.51,7.08,68.55,coffee
17,129,18,11.29,24.48,6.9,68.32,coffee
23,115,25,11.86,20.38,6.46,73.99,coffee
22,116,18,11.3,21.43,7.11,72.86,coffee
17,124,18,11.18,22.45,6.75,63.87,coffee
17,118,22,11.91,20.98,6.85,73.42,coffee
19,116,22,10.74,25.0,6.78,73.89,coffee
16,117,25,10.03,22.62,6.41,74.07,coffee
18,131,22,11.03,21.31,6.38,71.18,coffee
19,119,25,11.31,22.04,6.41,63.05,coffee
20,119,21,10.05,22.8,6.24,64.02,coffee
18,118,23,10.34,20.23,6.61,72.41,coffee
22,118,25,11.99,20.16,6.58,64.63,coffee
19,122,20,11.67,24.76,6.49,67.08,coffee
18,120,19,10.85,20.41,6.44,66.58,coffee
18,122,25,11.46,20.03,7.1,70.51,coffee
17,115,18,11.03,20.98,6.77,69.89,coffee
23,126,25,11.12,21.31,6.27,72.88,coffee
19,121,19,11.95,24.22,7.04,66.91,coffee
21,123,18,10.05,20.59,6.34,72.47,coffee
20,131,20,11.92,20.93,7.06,64.43,coffee
18,127,24,10.39,22.08,6.99,63.01,coffee
21,131,25,11.42,20.43,7.04,74.73,coffee
20,119,20,11.62,20.66,7.08,72.73,coffee
16,118,19,11.19,20.06,7.18,63.42,coffee
17,116,21,10.65,21.38,6.77,72.93,coffee
22,126,20,10.93,21.54,7.05,71.61,coffee
21,121,19,11.81,20.9,6.52,63.28,coffee
17,129,25,10.91,22.56,6.91,69.5,coffee
21,127,23,10.25,21.99,6.68,75.63,coffee
18,123,19,10.59,24.25,6.69,68.92,coffee
20,116,20,10.92,22.6,6.98,65.95,coffee
22,114,21,11.68,23.36,6.31,74.38,coffee
17,115,24,10.14,21.14,6.96,71.42,coffee
17,129,24,10.76,23.73,7.06,72.37,coffee
19,117,24,11.73,20.62,6.71,63.04,coffee
17,129,19,11.18,24.58,7.0,68.66,coffee
20,124,23,11.1,23.71,6.22,74.53,coffee
21,119,22,11.06,20.66,7.12,71.08,coffee
22,114,22,10.29,20.38,7.14,66.22,coffee
17,131,22,10.16,20.36,6.27,63.2,coffee
23,125,20,11.99,21.6,6.45,63.91,coffee
21,114,20,10.83,22.85,7.01,70.83,coffee
22,125,22,11.39,23.48,6.6,66.38,coffee
18,130,19,10.13,22.65,6.97,63.12,coffee
21,119,22,10.59,21.33,6.63,66.87,coffee
19,123,19,10.66,24.02,6.59,63.33,coffee
20,115,25,10.1,23.07,6.7,73.64,coffee
22,117,25,11.39,22.07,6.8,72.14,coffee
20,128,18,10.53,24.09,7.12,66.47,coffee
18,127,24,10.25,21.34,7.13,72.38,coffee
22,123,25,11.56,24.07,6.98,66.79,coffee
18,124,21,11.02,20.41,6.57,65.2,coffee
18,125,20,10.45,24.53,6.33,73.14,coffee
19,117,21,11.1,21.82,6.91,63.89,coffee
20,114,18,10.47,21.53,6.91,70.13,coffee
22,122,19,10.36,23.21,6.69,65.02,coffee
20,130,22,11.87,22.56,7.01,70.15,coffee
